"Provider No.","Facility Name","Facility Type","Facility Subtype","Street Address","City","State","ZIP Code","Telephone","No. of Beds","No. of Certified Beds","No. of Medicaid Nursing Beds","No. of Skilled Nursing Beds","No. of ICF/MR Beds","No. of Physicians","No. of Physician Assistants","No. of Nurse Practitioners","No. of Direct Care Personnel","No. of Other Personnel","Employee Count","Federally Funded Health Center Indicator","Rural Health Center Provider Number","Rural Health Clinic Indicator","Facility Type Description"
"45077F","US AIR FORCE HOSP","Hospital","Data not provided by CMS","Laredo St","Laredo","Texas","78040-5135","","","","","","","0.00","","","","0.00","0.00","Not Applicable","Not Applicable","Not Applicable","Data not provided by CMS"
"450788","CORPUS CHRISTI MEDICAL CENTER,THE","Hospital","Short Term","6629 Wooldridge Rd","Corpus Christi","Texas","78414-2909","361-761-1501","","","","","","4.00","","","","478.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"45078F","US AIR FORCE HOSP","Hospital","Data not provided by CMS","REESE AFB","Lubbock","Texas","79401","915-888-8888","","","","","","0.00","","","","0.00","0.00","Not Applicable","Not Applicable","Not Applicable","Data not provided by CMS"
"45079F","VA HOSP","Hospital","Data not provided by CMS","1016 Ward St","Marlin","Texas","76661-2175","","","","","","","0.00","","","","0.00","0.00","Not Applicable","Not Applicable","Not Applicable","Data not provided by CMS"
"450801","CHRISTUS ST MICHAEL HEALTH SYSTEM","Hospital","Short Term","2600 Saint Michael Dr","Texarkana","Texas","75503-2372","903-614-1000","","","","","","0.00","","","","451.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"450804","TEXAS ORTHOPEDIC HOSPITAL","Hospital","Short Term","7401 Main St","Houston","Texas","77030-4509","713-799-8600","","","","","","0.00","","","","219.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"450808","NORTHWEST HILLS SURGICAL HOSPITAL","Hospital","Short Term","6818 Austin Center Blvd, Ste 100","Austin","Texas","78731-3199","512-346-1994","","","","","","0.00","","","","0.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"450809","NORTH AUSTIN MEDICAL CENTER","Hospital","Short Term","12221 N Mopac Expy","Austin","Texas","78758-2401","512-901-1000","","","","","","0.00","","","","684.01","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"45080F","US ARMY HOSP","Hospital","Data not provided by CMS","FT WOLTERS","Mineral Wells","Texas","76067","","","","","","","0.00","","","","0.00","0.00","Not Applicable","Not Applicable","Not Applicable","Data not provided by CMS"
"45081F","WILFORD HALL MEDICAL CENTER","Hospital","Data not provided by CMS","2200 Bergquist Dr, Ste 1","Jbsa Lackland","Texas","78236-9908","210-671-2907","","","","","","0.00","","","","0.00","0.00","Not Applicable","Not Applicable","Not Applicable","Data not provided by CMS"
"450820","HOUSTON METHODIST SUGARLAND HOSPITAL","Hospital","Short Term","16655 Southwest Fwy","Sugar Land","Texas","77479-2329","281-274-8000","","","","","","0.00","","","","1178.90","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"450822","MEDICAL CITY LAS COLINAS","Hospital","Short Term","6800 N Macarthur Blvd","Irving","Texas","75039-2422","972-969-2000","","","","","","0.00","","","","88.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"450825","CORNERSTONE REGIONAL HOSPITAL","Hospital","Short Term","2302 Cornerstone Blvd","Edinburg","Texas","78539-8471","956-618-4444","","","","","","0.00","","","","51.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"450827","KELL WEST REGIONAL HOSPITAL","Hospital","Short Term","5420 Kell Blvd","Wichita Falls","Texas","76310-1610","940-692-5888","","","","","","0.00","","","","7.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"450828","CHRISTUS SPOHN HOSPITAL ALICE","Hospital","Short Term","2500 E Main St","Alice","Texas","78332-4261","361-661-8016","","","","","","0.00","","","","70.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"45082F","US AIR FORCE HOSP","Hospital","Data not provided by CMS","130 Valiant St","Goodfellow Afb","Texas","76908","512-888-8888","","","","","","0.00","","","","0.00","0.00","Not Applicable","Not Applicable","Not Applicable","Data not provided by CMS"
"450831","SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON","Hospital","Short Term","4301B Vista Rd","Pasadena","Texas","77504-2117","713-378-3000","","","","","","0.00","","","","39.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"450833","ENNIS REGIONAL MEDICAL CENTER","Hospital","Short Term","2201 W Lampasas St","Ennis","Texas","75119-5644","972-875-0900","","","","","","0.00","","","","68.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"450834","PHYSICIANS CENTRE,THE","Hospital","Short Term","3131 University Dr E","Bryan","Texas","77802-3473","979-731-3100","","","","","","0.00","","","","37.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"45083F","US AIR FORCE HOSP","Hospital","Data not provided by CMS","Randolph AFB","Jbsa Randolph","Texas","78150","","","","","","","0.00","","","","0.00","0.00","Not Applicable","Not Applicable","Not Applicable","Data not provided by CMS"
"450840","TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN","Hospital","Short Term","1105 Central Expy N","Allen","Texas","75013-6103","972-747-6197","","","","","","0.00","","","","84.25","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"450844","HOUSTON METHODIST WILLOWBROOK HOSPITAL","Hospital","Short Term","18220 State Highway 249","Houston","Texas","77070-4347","281-477-1000","","","","","","0.00","","","","855.32","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"450847","MEMORIAL HERMANN KATY HOSPITAL","Hospital","Short Term","23900 Katy Fwy","Katy","Texas","77494-1323","281-392-1111","","","","","","0.50","","","","400.70","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"450848","MEMORIAL HERMANN SUGAR LAND HOSPITAL","Hospital","Short Term","17500 W Grand Pkwy S","Sugar Land","Texas","77479-2562","281-725-5000","","","","","","0.00","","","","315.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"45084F","FEDERAL CORRECTIONAL INSTITUTE HOSP","Hospital","Data not provided by CMS","","Seagoville","Texas","75159","","","","","","","0.00","","","","0.00","0.00","Not Applicable","Not Applicable","Not Applicable","Data not provided by CMS"
"450851","BAYLOR SCOTT AND WHITE HEART AND VASCULAR HOSPITAL","Hospital","Short Term","621 N Hall St","Dallas","Texas","75226-1339","214-820-0670","","","","","","0.00","","","","160.08","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"450853","BAYLOR MEDICAL CENTER AT FRISCO","Hospital","Short Term","5601 Warren Pkwy","Frisco","Texas","75034-4069","214-618-2000","","","","","","0.50","","","","226.25","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"450855","HARLINGEN MEDICAL CENTER","Hospital","Short Term","5501 S Expressway 77","Harlingen","Texas","78550-3213","956-365-1000","","","","","","0.00","","","","259.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"450856","SOUTH TEXAS SPINE AND SURGICAL HOSPITAL","Hospital","Short Term","18600 Hardy Oak Blvd","San Antonio","Texas","78258-4206","210-404-0800","","","","","","0.00","","","","150.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"45085F","US AIR FORCE HOSP","Hospital","Data not provided by CMS","PERRIN AFB","Sherman","Texas","75090","","","","","","","0.00","","","","0.00","0.00","Not Applicable","Not Applicable","Not Applicable","Data not provided by CMS"
"450860","SUGAR LAND SURGICAL HOSPITAL LLP","Hospital","Short Term","16906 Southwest Fwy","Sugar Land","Texas","77479-2350","281-243-1000","","","","","","0.00","","","","70.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"450862","ST LUKE'S THE WOODLANDS HOSPITAL","Hospital","Short Term","17200 St Lukes Way","Conroe","Texas","77384-8007","936-266-4050","","","","","","0.00","","","","391.20","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"450864","BAYLOR SCOTT & WHITE TEXAS SPINE & JOINT HOSPITAL","Hospital","Short Term","1814 Roseland Blvd","Tyler","Texas","75701-4234","903-525-3300","","","","","","0.00","","","","0.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"450865","ASCENSION SETON  SOUTHWEST","Hospital","Short Term","7900 FM 1826","Austin","Texas","78737-1405","512-324-9000","","","","","","1.00","","","","23.10","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"450867","ASCENSION SETON NORTHWEST","Hospital","Short Term","11113 Research Blvd","Austin","Texas","78759-5236","512-324-6000","","","","","","0.00","","","","112.46","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"450869","DOCTORS HOSPTAL AT RENAISSANCE","Hospital","Short Term","5501 S McColl Rd","Edinburg","Texas","78539-9152","956-362-8677","","","","","","143.00","","","","0.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"45086F","VA CENTER","Hospital","Data not provided by CMS","","Temple","Texas","76501","254-888-8888","","","","","","0.00","","","","0.00","0.00","Not Applicable","Not Applicable","Not Applicable","Data not provided by CMS"
"450872","USMD HOSPITAL AT ARLINGTON L P","Hospital","Short Term","801 W Interstate 20","Arlington","Texas","76017-5851","817-472-3400","","","","","","0.00","","","","114.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"450874","BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL LAS COLIN","Hospital","Short Term","400 W Lyndon B Johnson Fwy","Irving","Texas","75063-3718","972-868-4000","","","","","","0.00","","","","24.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"450875","QUAIL CREEK SURGICAL HOSPITAL","Hospital","Short Term","6819 Plum Creek Dr","Amarillo","Texas","79124-1602","806-354-6100","","","","","","0.00","","","","113.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"450876","LUBBOCK HEART HOSPITAL LP","Hospital","Short Term","4810 N Loop 289","Lubbock","Texas","79416-3025","806-687-7777","","","","","","4.00","","","","212.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"45087F","US AIR FORCE HOSP","Hospital","Data not provided by CMS","JAMES CONNALLY AFB","Waco","Texas","76703","254-888-8888","","","","","","0.00","","","","0.00","0.00","Not Applicable","Not Applicable","Not Applicable","Data not provided by CMS"
"450880","BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL FORTWORTH","Hospital","Short Term","1800 Park Place Ave","Fort Worth","Texas","76110-1302","682-703-5600","","","","","","0.00","","","","8.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"450883","BAYLOR MEDICAL CENTER AT TROPHY CLUB","Hospital","Short Term","2850 E Highway 114","Roanoke","Texas","76262-5302","817-837-4600","","","","","","0.00","","","","56.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"450885","BAYLOR SCOTT &  WHITE MEDICAL CENTER - CENTENNIAL","Hospital","Short Term","12505 Lebanon Rd","Frisco","Texas","75035-8298","972-963-3333","","","","","","0.00","","","","0.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"450888","TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE","Hospital","Short Term","1545 E Southlake Blvd","Southlake","Texas","76092-6422","817-748-8700","","","","","","0.00","","","","0.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"450889","TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT","Hospital","Short Term","7115 Greenville Ave, Ste 100","Dallas","Texas","75231-5101","214-647-5300","","","","","","0.00","","","","95.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"45088F","VA HOSP","Hospital","Data not provided by CMS","","Waco","Texas","76703","254-888-8888","","","","","","0.00","","","","0.00","0.00","Not Applicable","Not Applicable","Not Applicable","Data not provided by CMS"
"450890","BAYLOR REGIONAL MEDICAL CENTER AT PLANO","Hospital","Short Term","4700 Alliance Blvd","Plano","Texas","75093-5323","469-814-2000","","","","","","0.00","","","","435.83","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"450891","TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN","Hospital","Short Term","6020 W Parker Rd","Plano","Texas","75093-8171","972-403-2700","","","","","","0.00","","","","25.00","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"450893","THE HEART HOSPITAL BAYLOR DENTON","Hospital","Short Term","2801 S Mayhill Rd","Denton","Texas","76208-5910","940-220-0600","","","","","","6.00","","","","61.18","0.00","Not Applicable","Not Applicable","Not Applicable","Short - Term"
"45089F","US AIR FORCE HOSP","Hospital","Data not provided by CMS","419 G Ave","Sheppard AFB","Texas","76311","","","","","","","0.00","","","","0.00","0.00","Not Applicable","Not Applicable","Not Applicable","Data not provided by CMS"
"45090F","SOUTH TEXAS VETERANS HEALTH CARE SYS","Hospital","Data not provided by CMS","7400 Merton Minter St","San Antonio","Texas","78229-4404","210-617-5300","","","","","","0.00","","","","0.00","0.00","Not Applicable","Not Applicable","Not Applicable","Data not provided by CMS"
"45095E","COWPER CLINIC","Hospital","Data not provided by CMS","1500 S Gregg St","Big Spring","Texas","79720-4433","915-888-8888","","","","","","0.00","","","","0.00","0.00","Not Applicable","Not Applicable","Not Applicable","Data not provided by CMS"
"45108E","CASA BLANCA HOSP","Hospital","Data not provided by CMS","2345 Reagan St","Dallas","Texas","75219-3225","","","","","","","0.00","","","","0.00","0.00","Not Applicable","Not Applicable","Not Applicable","Data not provided by CMS"
"45116E","JONES CHILDRENS HAVEN HOSP","Hospital","Data not provided by CMS","3611 Fairmount St","Dallas","Texas","75219-4710","","","","","","","0.00","","","","0.00","0.00","Not Applicable","Not Applicable","Not Applicable","Data not provided by CMS"
"45117E","TEXAS CLINIC HOSP","Hospital","Data not provided by CMS","3017 Fairmount St","Dallas","Texas","75201-1254","","","","","","","0.00","","","","0.00","0.00","Not Applicable","Not Applicable","Not Applicable","Data not provided by CMS"
"45118E","SHRINERS HOSP FOR CRIPPLED CHILDREN","Hospital","Data not provided by CMS","610 Texas Ave","Galveston","Texas","77550","","","","","","","0.00","","","","0.00","0.00","Not Applicable","Not Applicable","Not Applicable","Data not provided by CMS"
"45121E","SAINTS HOSP","Hospital","Data not provided by CMS","501 S Hackberry St","San Antonio","Texas","78203-1251","","","","","","","0.00","","","","0.00","0.00","Not Applicable","Not Applicable","Not Applicable","Data not provided by CMS"
"451300","PARMER COUNTY COMMUNITY HOSPITAL","Hospital","Critical Access Hospitals","1307 Cleveland Ave","Friona","Texas","79035-1121","806-250-2754","","","","","","0.00","","","","46.07","0.00","Not Applicable","Not Applicable","Not Applicable","Critical Access Hospitals"
"451301","REAGAN MEMORIAL HOSPITAL","Hospital","Critical Access Hospitals","1300 N Main Ave","Big Lake","Texas","76932-3202","325-844-2561","","","","","","1.00","","","","0.00","0.00","Not Applicable","Not Applicable","Not Applicable","Critical Access Hospitals"
"451303","LIMESTONE MEDICAL CENTER","Hospital","Critical Access Hospitals","701 McClintic Dr","Groesbeck","Texas","76642-2128","254-729-3281","","","","","","4.00","","","","149.00","0.00","Not Applicable","Not Applicable","Not Applicable","Critical Access Hospitals"
"451304","SCHLEICHER COUNTY MEDICAL CENTER","Hospital","Critical Access Hospitals","102 N US Highway 277","Eldorado","Texas","76936-4010","325-853-2507","","","","","","0.00","","","","27.00","0.00","Not Applicable","Not Applicable","Not Applicable","Critical Access Hospitals"
"451305","BURLESON ST JOSEPH HEALTH CENTER","Hospital","Critical Access Hospitals","1101 Woodson Dr","Caldwell","Texas","77836-1052","979-567-3245","","","","","","0.00","","","","18.00","0.00","Not Applicable","Not Applicable","Not Applicable","Critical Access Hospitals"
"451306","KIMBLE HOSPITAL","Hospital","Critical Access Hospitals","349 Reid Rd","Junction","Texas","76849-3049","325-446-3321","","","","","","2.00","","","","0.00","0.00","Not Applicable","Not Applicable","Not Applicable","Critical Access Hospitals"
